Sample.code,Latitude,Longitude,Region,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.Clay,Soil.SOM,Temperature,Rainfall,Humidity,Potential.Evaporation
24VINIF_21_#3,12.2897,109.1569,South Central,Winter-Spring season,0.09,582.88,127.46,4.71,,1.28,2.01,24.06,175.93,76.36,172.65,60.19,12.79,42906.5,107.52,116.1,177.86,47202.5,4.56,28.35,6.26,24.86,5.19,81.78,9.32
24VINIF_22_#3,12.2014,109.0706,South Central,Winter-Spring season,0.11,677.55,133.85,7.09,,0.62,1.9,18.5,214.12,27.75,244.96,96.49,4.95,37915.36,56.83,95.6,90.89,41712.2,4.27,11.59,2.58,24.86,5.19,81.78,9.32
24VINIF_23_#3,12.1058,109.1217,South Central,Winter-Spring season,0.25,645.87,160.99,7.8,5.16,1.29,2.01,7.29,235.13,64.88,339.09,84.56,3.21,29875.81,194.64,138.58,74.3,32868.77,3.82,15.14,3.86,24.51,4.41,81.79,9.34
24VINIF_24_#3,11.7558,109.0697,South Central,Winter-Spring season,0.1,677.42,200.81,6.09,,0.42,0.56,13.73,158.61,158.57,58.22,69.56,1.26,16271.49,44.45,121.85,173.5,17904.0,4.05,10.21,2.12,26.42,4.7,66.51,9.28
24VINIF_25_#3,11.6667,109.0244,South Central,Winter-Spring season,0.13,725.21,196.54,6.06,,0.28,2.25,44.84,191.37,216.65,178.61,86.11,3.48,19671.4,66.38,181.32,76.8,21643.9,4.9,15.39,4.81,26.82,4.7,65.23,8.58
24VINIF_26_#3,11.6258,108.9911,South Central,Winter-Spring season,0.19,629.69,145.0,4.06,,0.26,3.37,32.44,210.59,91.05,,103.14,2.68,22113.49,75.51,204.93,24.63,24330.13,4.35,14.74,5.57,26.82,4.7,65.23,8.58
24VINIF_27_#3,11.5403,108.9403,South Central,Winter-Spring season,0.18,669.31,181.46,4.37,,1.93,1.78,37.01,500.85,255.29,197.88,85.28,2.88,17852.78,82.42,154.79,54.35,19643.39,4.05,13.53,3.58,26.77,4.75,65.49,8.52
24VINIF_28_#3,11.4878,108.9081,South Central,Winter-Spring season,0.16,371.35,192.62,3.64,7.87,1.0,3.97,59.0,72.17,241.88,9.61,89.26,2.9,17422.25,37.57,120.59,60.23,19169.77,4.87,13.34,1.89,26.45,4.57,64.88,9.77
24VINIF_29_#3,11.0008,108.1181,South Central,Winter-Spring season,0.29,606.55,222.82,4.13,5.18,0.56,1.11,68.06,,118.51,80.75,269.03,3.55,12432.53,30.74,119.67,14.51,13681.14,4.85,34.6,2.54,26.76,4.57,67.51,7.76
24VINIF_30_#3,11.09,108.1317,South Central,Winter-Spring season,0.16,815.21,194.81,7.07,,1.13,5.99,58.44,509.51,138.57,108.3,135.06,8.6,19177.42,116.9,148.04,70.15,21100.61,4.71,16.92,2.41,26.76,4.57,67.51,7.76
24VINIF_31_#3,18.1858,106.2606,North Central ,Summer-Autumn season,0.03,723.63,158.71,3.35,,,1.09,62.97,1125.11,1057.75,199.69,695.05,1.97,15678.69,174.09,338.69,47.56,5151.65,3.73,0.59,10.14,25.12,3.92,71.57,5.33
24VINIF_32_#3,18.2219,106.1664,North Central ,Summer-Autumn season,0.05,707.63,115.51,5.92,,,1.23,92.63,450.7,399.93,291.88,424.02,2.72,18862.51,81.49,254.26,126.19,10062.72,3.75,7.54,6.4,24.98,4.32,73.99,4.49
24VINIF_33_#3,18.4423,105.7937,North Central ,Summer-Autumn season,0.05,955.26,147.73,5.04,,,0.9,98.17,928.79,421.39,279.98,178.56,6.13,27365.45,233.64,317.39,72.99,14211.62,4.52,14.87,6.92,24.85,4.39,76.7,4.33
24VINIF_34_#3,17.6097,106.5265,North Central ,Summer-Autumn season,0.04,704.22,186.7,3.3,,,0.85,210.17,463.15,648.11,251.09,375.14,1.56,21887.99,97.01,255.11,35.37,9573.88,3.79,9.22,4.63,24.78,4.16,75.49,5.05
24VINIF_36_#3,16.9981,107.0538,North Central ,Summer-Autumn season,0.06,876.86,126.06,5.27,,,0.27,82.35,864.72,336.91,282.35,180.01,2.43,26942.04,103.42,244.7,52.08,12608.13,4.1,16.4,6.29,25.47,4.32,70.78,6.09
24VINIF_37_#3,16.8179,107.1254,North Central ,Summer-Autumn season,0.05,839.92,133.48,2.76,,,2.42,114.09,1303.91,498.61,167.98,550.03,5.02,39255.6,249.67,287.14,57.55,22230.29,3.78,21.92,8.63,25.68,4.4,70.38,5.43
24VINIF_38_#3,16.7379,107.203,North Central ,Summer-Autumn season,0.04,833.72,150.92,4.57,,,0.9,97.58,878.64,547.86,222.81,232.96,1.84,24298.73,137.07,283.53,69.21,9873.46,3.77,5.45,8.58,26.14,4.7,71.48,5.46
24VINIF_39_#3,16.337874,107.76263,North Central ,Summer-Autumn season,0.02,751.51,138.0,1.93,,,0.51,54.63,849.5,738.96,232.32,221.56,2.84,40027.3,185.35,793.88,74.64,11667.77,4.1,8.44,13.62,25.83,5.69,79.15,5.08
24VINIF_40_#3,16.269312,107.87677,North Central ,Summer-Autumn season,0.05,804.67,140.38,9.5,,,0.58,90.47,724.76,806.39,948.96,480.76,4.64,53165.55,312.12,352.2,135.06,23778.06,3.87,8.35,8.16,25.16,6.78,83.38,4.73
24VINIF_41_#3,15.91104,108.25679,South Central,Summer-Autumn season,0.06,775.0,117.51,7.05,,,1.28,94.08,665.57,647.06,732.93,166.1,8.28,57026.57,207.68,404.6,198.1,30804.67,4.3,19.39,8.58,26.1,5.19,76.08,4.66
24VINIF_42_#3,15.888881,108.166693,South Central,Summer-Autumn season,0.14,824.62,109.25,5.14,,,1.5,92.87,455.31,358.92,307.61,379.31,6.65,51024.72,169.07,246.61,137.25,26447.96,3.91,6.75,8.84,25.91,5.0,74.88,4.58
24VINIF_43_#3,15.796422,108.3195,South Central,Summer-Autumn season,0.0,890.47,98.53,6.97,,,0.47,49.31,814.73,466.69,416.43,162.01,0.44,12473.12,129.31,267.5,85.32,5761.91,3.99,7.84,2.86,25.8,4.75,73.61,4.67
24VINIF_45_#3,15.649022,108.41647,South Central,Summer-Autumn season,0.04,613.36,115.1,9.0,,,1.16,32.75,254.95,426.24,698.33,148.52,1.85,13265.44,26.68,240.98,175.83,10851.69,4.08,8.09,2.81,26.05,4.7,74.59,4.72
24VINIF_46_#3,15.618908,108.48202,South Central,Summer-Autumn season,0.06,805.49,136.07,7.92,,,0.34,46.53,697.69,883.24,755.86,71.92,1.22,16668.7,58.89,268.63,46.24,8079.75,4.5,10.04,4.68,26.05,4.7,74.59,4.72
24VINIF_47_#3,16.55109,107.61759,North Central ,Summer-Autumn season,0.29,1183.91,169.8,8.79,,,0.6,40.63,738.55,733.37,337.71,158.08,7.22,32663.01,217.38,506.4,147.3,25162.95,3.79,8.37,8.58,25.46,6.32,78.85,5.31
24VINIF_48_#3,16.69009,107.39898,North Central ,Summer-Autumn season,0.05,914.09,204.51,6.03,,,0.12,46.62,815.54,636.06,360.98,121.05,0.47,8390.59,102.99,371.31,18.72,2317.73,4.35,8.14,9.78,25.78,5.63,75.05,5.06
24VINIF_49_#3,17.02845,107.03518,North Central ,Summer-Autumn season,0.03,1012.77,203.42,4.21,,,0.91,143.84,801.41,512.5,198.22,724.02,4.34,34304.45,151.41,243.97,40.83,24095.54,3.7,7.77,4.42,25.57,4.42,71.08,5.73
24VINIF_51_#3,18.165274,106.28257,North Central ,Summer-Autumn season,0.04,806.29,173.43,8.96,,,0.53,45.36,342.51,616.77,652.56,199.47,4.51,43135.64,147.3,275.28,118.4,19057.48,3.6,21.2,7.49,25.12,3.92,71.57,5.33
24VINIF_52_#3,18.378783,105.95463,North Central ,Summer-Autumn season,0.02,775.12,153.52,4.09,,,1.88,67.32,446.75,813.1,185.18,184.93,2.25,10631.91,56.91,391.37,22.17,5551.41,4.01,5.08,3.9,24.79,4.56,76.45,4.38
24VINIF_54_#3,19.179551,105.66854,North Central ,Summer-Autumn season,0.02,999.89,204.38,8.91,,,1.36,627.6,593.81,572.65,712.25,527.76,9.45,51114.85,197.69,290.93,882.82,34113.55,5.88,33.38,4.47,24.3,3.78,80.22,5.89
24VINIF_55_#3,19.359159,105.7061,North Central ,Summer-Autumn season,0.04,761.11,111.13,5.73,,,0.81,94.11,696.17,535.63,274.38,136.65,4.42,27525.3,99.87,216.64,82.25,15553.24,5.08,12.42,5.04,24.24,3.9,81.87,7.26
24VINIF_56_#3,10.76916,105.35875,South,Summer-Autumn season,0.08,625.02,148.22,7.38,,1.16,0.57,302.01,364.92,180.26,242.88,335.94,7.87,49808.36,251.16,308.15,88.26,54794.55,4.33,5.27,12.9,27.33,4.5,80.29,6.66
24VINIF_57_#3,10.65651,105.39851,South,Summer-Autumn season,0.14,654.14,117.13,6.27,,1.07,0.48,175.56,262.76,182.63,158.41,244.21,10.32,47903.84,255.74,243.24,198.12,52699.55,4.16,8.93,11.34,27.38,4.47,80.67,6.18
24VINIF_58_#3,10.62356,105.41257,South,Summer-Autumn season,0.07,745.6,163.01,6.74,,2.21,0.55,207.6,258.34,138.0,182.84,220.13,7.73,54803.5,252.61,383.81,69.46,60289.23,4.17,8.59,14.09,27.38,4.47,80.67,6.18
24VINIF_59_#3,10.65714,105.78298,South,Summer-Autumn season,0.09,681.7,153.92,8.73,,0.76,0.51,198.92,302.77,160.2,170.8,268.74,7.9,47659.41,250.17,585.01,12.56,52430.7,3.8,9.07,20.41,27.38,4.47,80.67,6.18
24VINIF_62_#3,10.71194,105.53962,South,Summer-Autumn season,0.14,608.35,128.67,5.34,,0.69,0.54,257.65,362.92,171.17,259.77,320.77,6.27,37002.73,303.36,452.99,7.77,40708.33,4.13,9.2,13.26,27.33,4.5,80.29,6.66
